id,name,yamakei,yamap,wikipedia,yamakei_id,yamap_id,wikipedia_title
116060,熊山,X,O,X,,12567,
116061,大辻山,X,O,X,,12568,
116062,稲荷山,X,O,X,,12569,
116063,蟻峰山,X,O,X,,12570,
116064,福南山,X,O,O,,12571,福南山駅
116065,天満山,X,O,X,,12572,
116066,由加平山,X,O,O,,12573,児島地域 (倉敷市)
116067,正面山,X,O,X,,12574,
116068,高山,X,O,X,,12575,
116069,鴨ヶ辻山,X,O,O,,12576,水島地域
116070,種松山,X,O,O,,12577,種松山
116071,城山,X,O,X,,12578,
116072,山王山,X,O,X,,12579,
116073,松楠山,X,O,X,,12580,
116074,東光寺山,X,O,X,,12581,
116075,金甲山,X,O,O,,12594,金甲山送信所
116076,天満山,X,O,X,,12582,
116077,向山,X,O,X,,12583,
116078,大乗権山,X,O,X,,12584,
116079,天平山,X,O,X,,12585,
116080,怒塚山,X,O,X,,2246,
116081,両児山,X,O,X,,12586,
116082,日向山,X,O,X,,12587,
116083,十禅寺山,X,O,X,,12588,
116084,天狗山,X,O,X,,12589,
116085,剣山,X,O,X,,12595,
116086,高山,X,O,X,,12590,
116087,常山,X,O,X,,12591,
116088,麦飯山,X,O,X,,12592,
116089,高旗山,X,O,X,,12593,
116090,鬼入道山,X,O,X,,12596,
116091,城山,X,O,X,,8910,
116092,中ノ嶺,X,O,X,,12597,
116093,毘沙天岳,X,O,X,,12598,
116094,蛇ノ尾,X,X,X,,,
116095,俵山,X,O,O,,4,俵山
116096,郡岳,X,O,X,,12621,
116097,遠目山,X,O,O,,616,多良岳
116099,帆柱岳,X,O,X,,12599,
116100,一ノ宮岳,X,O,X,,12600,
116103,烽火山,X,O,X,,12602,
116104,烏帽子岳,X,O,X,,12603,
116105,黒木岳,X,O,O,,618,多良岳
116106,前岳,X,O,X,,1850,
116107,本善坊,X,X,X,,,
116108,かむろ山,X,O,X,,7494,
116109,木葉山,X,O,X,,12619,
116110,丸山,X,O,X,,12620,
116112,観音岳,X,O,X,,5104,
116113,国見山,X,O,X,,12605,
116114,米野山,X,O,X,,12606,
116115,金比羅山,X,O,X,,12607,
116116,平尾山,X,O,X,,12608,
116117,オケラ山,X,O,X,,12609,
116118,ツームシ山,X,O,O,,6796,阿蘇山
116119,智者ヶ峰,X,X,X,,,
116120,鞍岳,X,O,O,,1451,阿蘇山
116121,矢護山,X,O,X,,12610,
116122,琴路岳,X,O,X,,12615,
116123,国見岳,X,O,X,,12611,
116124,浄土山,X,O,X,,12601,
116125,甘木山,X,O,O,,12612,甘木山
116126,大間山,X,O,X,,12617,
116127,高取山,X,O,X,,1856,
116128,卯の鼻,X,X,X,,,
116129,大津山,X,O,X,,12613,
116130,中岳,X,O,X,,12614,
116131,二城山,X,O,X,,12622,
116132,三池山,X,O,O,,12618,三池山
116133,高取山,X,O,X,,12623,
116134,彦岳,X,O,X,,12624,
116135,震岳,X,O,X,,12642,
116136,日輪寺山,X,O,X,,12631,
116137,三ッ尾山,X,O,X,,12632,
116138,牧ノ城,X,X,X,,,
116139,八方ヶ岳,X,O,X,,4090,
116140,観音岳,X,O,X,,12633,
116141,女鞍岳,X,O,X,,12634,
116142,チーゴ岳,X,O,X,,12635,
116143,篠岳,X,O,X,,12636,
116144,唐泉山,X,O,O,,12646,唐泉山
116145,白岩山,X,O,X,,12637,
116146,飯盛山,X,O,X,,12638,
116147,蟻尾山,X,O,X,,12639,
116149,虚空蔵山,X,O,X,,12625,
116150,愛宕山,X,O,X,,12626,
116151,飛形山,X,O,X,,12627,
116152,城平山,X,O,X,,12628,
116153,障子ヶ岳,X,O,X,,12648,
116154,御牧山,X,O,X,,12645,
116155,鷹取山,X,O,X,,12649,
116156,清水山,X,O,X,,12630,
116157,古僧都山,X,O,X,,12640,
116158,男岳,X,O,X,,4098,
116159,やさぶ岳,X,O,X,,12644,
116160,西岳,X,O,X,,12650,
116161,姫御前岳,X,O,X,,4099,
116162,スガ岳,X,O,X,,4097,
116163,広川原,X,X,X,,,
116164,大塚山,X,O,X,,12651,
116165,城山,X,O,X,,12641,
116166,猿駈山,X,O,X,,12674,
116167,前門岳,X,O,X,,4101,
116168,星原山,X,O,X,,12672,
116169,休鹿山,X,O,X,,4837,
116170,三国山,X,O,X,,12670,
116172,文字岳,X,O,X,,4100,
116173,木ノ元山,X,O,X,,12658,
116174,角取山,X,O,X,,12659,
116175,出雲岳,X,O,X,,12660,
116176,米精山,X,O,X,,12661,
116177,四ッ城山,X,O,X,,12662,
116178,高嶽,X,X,X,,,
116179,兵古山,X,O,X,,12663,
116181,聖岳,X,O,X,,12657,
116182,猪熊山,X,O,X,,12664,
116183,柏岳,X,O,X,,12665,
116184,勇猛山,X,O,X,,12666,
116185,御船山,X,O,O,,12703,御船山楽園
116186,杵島山・犬山岳,X,O,X,,12667,
116187,蓬萊山,X,O,X,,12668,
116188,黒尾山,X,O,X,,12652,
116189,赤穂山,X,O,X,,12653,
116190,徳連岳,X,O,X,,12654,
116192,辨天山,X,O,X,,12669,
116193,大平山,X,O,X,,12675,
116194,御岳山,X,O,X,,12676,
116195,岡山,X,O,X,,12677,
116196,烏塚山,X,O,X,,12678,
116197,水ノ元,X,X,X,,,
116198,高峰,X,X,X,,,
116199,大山,X,O,X,,12679,
116200,城山,X,O,X,,5028,
116201,星塚山,X,O,X,,12671,
116202,三ノ岳,X,O,X,,1900,
116203,女岳,X,O,X,,12698,
116204,南岳,X,O,X,,12699,
116205,熊渡山,X,O,X,,13954,
116206,竹山,X,O,X,,12683,
116208,石割岳,X,O,X,,12702,
116209,御前岳,X,O,O,,12720,御前岳 (福岡県・大分県)
116210,高取山,X,O,X,,12700,
116211,平野岳,X,O,X,,12701,
116212,二串山,X,O,X,,12685,
116213,高倉山,X,O,X,,12686,
116215,渡神岳,X,O,O,,4067,渡神岳
116216,高塚山,X,O,X,,12687,
116217,烏宿山,X,O,X,,12688,
116218,八幡岳,X,O,O,,9929,八幡岳 (佐賀県)
116219,女山,X,O,X,,9901,
116220,城山,X,O,X,,12708,
116221,笠頭山,X,O,X,,12689,
116222,峰山,X,O,X,,12690,
116223,鏡山,X,O,X,,12691,
116224,両子山,X,O,X,,12692,
116225,桜ヶ岡,X,X,X,,,
116226,高取山,X,O,X,,12693,
116227,愛宕山,X,O,X,,12694,
116228,鈴隈山,X,O,X,,12695,
116229,早稲隈山,X,X,X,,,
116230,日の隈山,X,O,O,,12704,日の隈山
116231,帯隈山,X,O,X,,12705,
116232,湯ノ見岳,X,O,X,,12681,
116233,吉見岳,X,O,O,,12706,高良山
116234,高良山,X,O,O,,9807,高良山
116235,明星山,X,O,X,,12718,
116236,飛岳,X,O,O,,12707,飛岳
116237,白金山,X,O,X,,4178,
116238,赤藪山,X,O,O,,12714,耳納山地
116239,兜山,X,O,O,,4241,耳納山地
116240,耳納山,X,O,O,,4242,耳納山地
116241,発心山,X,O,O,,4243,耳納山地
116243,高井岳,X,O,O,,12715,高井岳 (福岡県・大分県)
116244,月隈山,X,O,X,,12716,
116245,上盛山,X,O,X,,12710,
116246,長深山,X,O,X,,12717,
116247,深山,X,O,X,,12726,
116248,大平山,X,O,X,,12725,
116249,神花山,X,O,O,,12727,神花山古墳
116250,大星山,X,O,X,,12711,
116251,箕山,X,O,X,,12728,
116253,源明山,X,O,O,,12712,屋代島
116254,嘉納山,X,O,O,,12730,屋代島
116255,馬の背,X,X,X,,,
116256,頂海山,X,O,X,,12731,
116257,嵩山,X,O,X,,12732,
116258,白木山,X,O,O,,12733,白木山 (周防大島)
116259,伊崎山,X,O,X,,12734,
116260,佐連山,X,O,X,,12709,
116261,石城山,X,O,O,,12721,石城山
116262,大平山,X,O,X,,12735,
116263,赤子山,X,O,X,,12736,
116264,行者山,X,O,X,,12722,
116265,白石山,X,O,X,,12737,
116266,城山,X,X,X,,,
116267,杵崎山,X,O,X,,12739,
116268,琴石山,X,O,X,,12723,
116269,文珠山,X,O,O,,12713,屋代島
116270,三ヶ岳,X,O,X,,6186,
116271,城山,X,O,X,,12748,
116272,飯ノ山,X,O,X,,12749,
116273,鯛ノ峰,X,X,X,,,
116274,大見山,X,O,X,,12750,
116275,一尺八寸山,X,O,O,,12752,一尺八寸山
116276,群仙峯,X,X,X,,,
116277,八久保山,X,O,X,,12754,
116278,合良ヶ岳,X,O,X,,12755,
116279,烏帽子山,X,O,X,,12781,
116280,鈴ヶ塚山,X,O,X,,12756,
116281,尼蔵嶽,X,X,X,,,
116282,鳥屋岳,X,O,X,,12757,
116283,経塚山,X,O,X,,12751,
116284,唐木山,X,O,X,,12758,
116285,岳ヶ下山,X,O,X,,12740,
116286,樺木山,X,O,X,,1939,
116287,猫が岩山,X,O,X,,12759,
116288,城山,X,O,X,,12760,
116289,大熊山,X,O,X,,12761,
116290,垣ノ岳,X,O,X,,12762,
116291,烏帽子岳,X,O,X,,12763,
116292,檜原山,X,O,X,,14667,
116293,擲筆峰,X,X,O,,,耶馬渓
116294,中摩殿畑山,X,O,X,,12764,
116295,釣鐘山,X,O,X,,12741,
116296,樋桶山,X,O,X,,12742,
116297,傘山,X,O,X,,12743,
116298,城ノ越,X,X,X,,,
116299,賢女ヶ嶽,X,X,X,,,
116300,足嶽,X,X,X,,,
116302,引塚,X,X,X,,,
116303,熊ヶ岳,X,O,X,,12744,
116304,水ノ元山,X,O,X,,12745,
116305,大岳,X,O,X,,12746,
116306,城ノ辻,X,X,X,,,
116307,鹿熊岳,X,O,X,,12753,
116308,鹿子岳,X,O,X,,12747,
116309,高山,X,O,X,,12765,
116310,石山,X,O,X,,12769,
116311,稲積山,X,O,X,,12770,
116312,鬼落山,X,O,X,,12771,
116313,城山,X,O,X,,12772,
116314,妙見山,X,O,X,,12773,
116315,和尚山,X,O,X,,12779,
116316,平ノ辻,X,X,X,,,
116317,米山,X,O,X,,12774,
116318,乙村岳,X,O,X,,12775,
116319,仙岩山,X,O,O,,12776,耶馬渓
116320,江古ノ辻,X,X,X,,,
116321,小田ノ原,X,X,X,,,
116323,雲ヶ岳,X,O,X,,12783,
116324,御許山,X,O,X,,14526,
116325,大蔵山,X,O,X,,12777,
116326,城山,X,O,X,,12778,
116327,大村山,X,O,O,,12787,大村山
116328,米神山,X,O,X,,12784,
116329,甲尾山,X,O,X,,12788,
116330,田原山,X,O,O,,14497,田原山
116331,横岳,X,O,X,,12789,
116332,牧ノ岳,X,O,X,,12766,
116333,小城山,X,O,X,,12767,
116334,妙見山,X,O,X,,12768,
116335,見立山,X,O,X,,12790,
116336,国見山,X,O,O,,12791,英彦山
116337,松尾山,X,O,X,,12792,
116338,求菩提山,X,O,O,,12782,求菩提山
116339,小屋ヶ岳,X,O,X,,12793,
116341,瓦岳,X,O,X,,12786,
116342,雁股山,X,O,X,,12780,
116343,経読岳,X,O,X,,14666,
116344,番所ノ辻,X,X,X,,,
116345,八ノ尾ノ辻,X,X,X,,,
116346,大平山,X,O,X,,1306,
116347,八面山,X,O,O,,769,八面山 (大分県)
116348,応利山,X,O,X,,12794,
116349,西叡山,X,O,X,,12795,
116350,華岳,X,O,X,,12796,
116351,屋山,X,O,O,,6194,屋山
116353,岳ノ辻,X,X,X,,,
116354,久美ノ尾,X,X,X,,,
116355,大嶽山,X,O,X,,12799,
116356,鹿ノ辻,X,X,X,,,
116357,鷲巣岳,X,O,X,,12800,
116358,黒木山,X,O,X,,12801,
116359,千燈岳,X,O,O,,7999,千燈岳
116360,不動山,X,O,X,,8000,
116361,猪群山,X,O,O,,19984,猪群山
116362,ハジカミ山,X,O,X,,12802,
116363,尻付山,X,O,X,,12803,
116364,伊美山,X,O,X,,12804,
116365,文珠山,X,O,O,,12805,文珠山 (大分県)
116367,仏ノ辻山,X,O,X,,12806,
116368,小門山,X,O,O,,12807,小門山
116369,蓑島山,X,O,X,,12808,
116370,覗山,X,O,X,,12798,
116371,達磨山,X,O,X,,12809,
116372,矢筈岳,X,O,X,,12810,
116373,焼野岳,X,O,X,,12811,
116374,大倉龍王山,X,O,X,,12812,
116375,最上山,X,O,X,,12813,
116376,龍王山,X,O,X,,12814,
116377,高滝山,X,O,X,,4420,
116378,城山,X,O,X,,12815,
116379,秋葉山,X,O,X,,12816,
116380,城山,X,O,X,,14818,
116381,鍵山,X,O,X,,14799,
116382,正木山,X,O,X,,14800,
116383,高尾山,X,O,X,,12817,
116384,犬倉山,X,O,X,,12818,
116385,鳩ヶ岩山,X,O,X,,12819,
116386,飯盛山,X,O,X,,12820,
116387,三光山,X,O,X,,12821,
116389,妙見山,X,O,X,,12822,
116390,龍王山,X,O,X,,12823,
116391,龍王山,X,O,X,,12832,
116392,庚申山,X,O,X,,12833,
116393,大平山,X,O,X,,12834,
116394,城山,X,O,X,,12835,
116395,鬼城山,X,O,X,,12840,
116396,犬墓山,X,O,X,,12841,
116397,実僧坊山,X,O,X,,12836,
116398,登龍山,X,O,X,,12837,
116399,高丸山,X,O,X,,12838,
116400,経山,X,O,X,,12839,
116401,赤坂山,X,O,X,,12843,
116402,緑山,X,O,X,,12844,
116403,三上山,X,O,X,,12845,
116404,名越山,X,O,X,,12846,
116405,鼓山,X,O,X,,12847,
116406,龍王山,X,O,X,,12842,
116407,本宮高倉山,X,O,O,,12877,両宮山古墳
116408,山王山,X,O,X,,12848,
116409,頭高山,X,O,X,,12849,
116411,宗谷山,X,O,X,,12850,
116412,笠井山,X,O,O,,12851,操山
116413,ダイミ山,X,O,X,,12824,
116414,苫田山,X,O,X,,12825,
116415,半田山,X,O,O,,12852,岡山市半田山植物園
116416,京山,X,O,X,,12826,
116417,堂敷山,X,O,X,,12827,
116418,坊主山,X,O,X,,2009,
116419,烏山,X,O,X,,12853,
116420,矢坂山,X,O,X,,12854,
116421,犬が丸山,X,X,X,,,
116422,影信山,X,O,X,,2850,
116423,青嶽山,X,O,X,,12856,
116424,高山,X,O,X,,12857,
116425,高丸山,X,O,X,,12828,
116426,辻ヶ丸山,X,X,X,,,
116427,二子山,X,O,X,,12830,
116428,竜王山,X,O,X,,12831,
116429,鷹志風呂山,X,O,X,,12858,
116430,権現山,X,O,X,,12859,
116431,米見山,X,O,X,,12860,
116432,用瀬之岳,X,O,X,,12866,
116433,日野山,X,O,X,,12867,
116434,陣山,X,O,X,,12868,
116435,高村山,X,O,X,,12869,
116437,稲荷山,X,O,X,,12870,
116438,高倉山,X,O,X,,12871,
116439,高丸山,X,O,X,,12872,
116440,鶴首山,X,O,O,,1260,猿掛城
116441,愛宕山,X,O,X,,14715,
116442,高陣山,X,O,X,,12874,
116443,大和山,X,O,X,,12875,
116444,天柱山,X,O,O,,12876,豪渓
116445,庚申山,X,O,X,,12878,
116446,臥牛山,X,O,O,,14852,備中松山城
116447,愛宕山,X,O,X,,12879,
116448,鶏足山,X,O,X,,12880,
116449,妙見山,X,O,X,,12881,
116450,龍王岳,X,O,X,,12882,
116451,十二本木山,X,O,X,,12861,
116452,鼓山,X,O,X,,12883,
116453,本陣山,X,O,X,,12884,
116454,十文字山,X,O,X,,12885,
116455,黒嶽,X,O,X,,12865,
116456,妙見山,X,O,X,,12886,
116457,高畴山,X,O,X,,12887,
116458,烏泊山,X,O,X,,12888,
116459,仙高寺山,X,O,X,,12862,
116460,鳥越山,X,O,X,,12863,
116461,城山,X,O,X,,12864,
116462,赤磐富士,X,O,O,,12889,東区 (岡山市)
116463,猿谷山,X,O,X,,12890,
116464,川高山,X,O,X,,12891,
116465,牛神山,X,O,X,,12892,
116466,滝城山,X,O,X,,12893,
116467,上地山,X,O,X,,12894,
116468,東殿坊山,X,O,X,,12895,
116469,大錫丈山,X,O,X,,12896,
116470,善応寺山,X,O,O,,12897,テレビせとうち
116471,上の山,X,O,X,,12900,
116472,城山,X,O,X,,12951,
116473,妙見山,X,O,X,,12901,
116474,赤岳,X,O,X,,12902,
116475,土倉山,X,O,X,,12903,
116476,高尾山,X,O,X,,12904,
116477,横倉山,X,O,X,,12905,
116478,四天蓋山,X,O,X,,12906,
116479,大山,X,O,X,,12907,
116480,総水山,X,O,X,,12908,
116481,権現山,X,O,X,,12909,
116482,岩月山,X,O,X,,12910,
116483,大仙山,X,X,X,,,
116484,大黒目山,X,O,X,,12912,
116485,猪谷山,X,O,X,,12913,
116486,野旅山,X,O,X,,12914,
116487,国広山,X,O,X,,12915,
116488,須子山,X,X,X,,,
116489,大仙山,X,X,X,,,
116490,御神山,X,O,X,,12918,
116491,大行山,X,O,X,,12919,
116492,小行山,X,O,X,,12920,
116493,檞風呂山,X,O,X,,12921,
116494,明神山,X,O,X,,12898,
116495,高山,X,O,X,,12922,
116496,猫山,X,O,O,,12923,スノーリゾート猫山
116497,長松寺山,X,O,X,,12899,
116498,権現山,X,O,X,,12924,
116499,猪辻山,X,O,X,,14612,
116500,焚火山,X,O,X,,12925,
116501,城山,X,O,X,,12926,
116502,大山,X,O,X,,12927,
116503,猿神山,X,O,X,,12928,
116504,天神山,X,O,X,,2818,
116505,小吹山,X,O,X,,12929,
116506,祗園山,X,O,X,,12930,
116507,木野山,X,O,X,,12931,
116508,秋葉山,X,O,X,,12932,
116509,大池山,X,O,X,,12933,
116511,矢倉山,X,O,X,,12935,
116512,権現山,X,O,X,,12936,
116513,神子山,X,O,X,,12937,
116514,聖坊山,X,O,X,,12938,
116515,陣山,X,O,X,,12952,
116516,陣が畝山,X,O,X,,12953,
116517,本宮山,X,O,X,,2893,
116518,岩倉山,X,O,X,,2921,
116519,高城山,X,O,X,,2922,
116520,城山,X,O,X,,2925,
116521,竜王山,X,O,X,,2926,
116522,西畑山,X,O,X,,2927,
116523,小丸山,X,O,X,,12939,
116524,竜王山,X,O,X,,2928,
116525,影清山,X,O,X,,2929,
116526,弓の木山,X,O,X,,2930,
116527,城山,X,O,X,,2931,
116528,大目山,X,O,X,,2932,
116529,位王山,X,O,X,,2933,
116530,法寿山,X,O,X,,12954,
116531,中山,X,O,X,,12955,
116532,大富山,X,O,X,,12940,
116533,今櫛山,X,O,X,,12956,
116534,勝光山,X,O,X,,12957,
116535,井西山,X,O,X,,12958,
116536,飯山,X,O,X,,12959,
116537,白滝山,X,O,X,,12960,
116539,鷹の巣山,X,O,X,,12961,
116540,雨請山,X,O,X,,12962,
116541,高野山,X,O,X,,12963,
116542,三光山,X,O,X,,12964,
116543,虫原山,X,O,X,,12965,
116544,多飯が辻山,X,O,O,,12941,塩原の大山供養田植
116545,水池山,X,O,X,,12942,
116546,朝倉山,X,O,X,,12943,
116547,野田大山,X,O,X,,12944,
116548,黒岩山,X,O,X,,12945,
116549,鳶ヶ巣山,X,O,X,,12946,
116550,大坊山,X,O,X,,12947,
116551,倉木山,X,O,X,,12948,
116552,水晶山,X,O,X,,12949,
116553,茅帽子山,X,O,X,,12950,
116554,黒髪山,X,O,X,,3793,
116555,荒戸山,X,O,O,,12979,弥高山
116556,山王山,X,O,X,,12973,
116558,岩柄山,X,O,X,,12975,
116557,四峰山,X,O,X,,12974,
116559,高坊山,X,O,X,,12976,
116560,天子山,X,O,X,,12967,
116561,間祢き山,X,O,X,,12968,
116562,大崩山,X,O,X,,12969,
116563,二上山,X,O,X,,12977,
116564,高倉山,X,O,X,,12970,
116565,龍王山,X,O,X,,12971,
116566,古森山,X,O,X,,12980,
116568,両子山,X,O,X,,12986,
116567,王山,X,O,X,,12985,
116570,五本地蔵山,X,O,X,,12981,
116569,天津山,X,O,X,,12987,
116574,福田頭,X,O,X,,12984,
116573,吾妻山,X,O,O,,15188,吾妻山 (広島県・島根県)
116576,鷹ノ巣山,X,O,O,,14562,英彦山
116575,竜王山,X,O,X,,12982,
116577,毛無山,X,O,X,,18643,
116579,岩樋山,X,O,O,,12972,道後山
116580,仏来ノ山,X,O,X,,12989,
116581,耳木谷山,X,O,X,,12990,
116582,猫山,X,O,O,,13005,スノーリゾート猫山
116583,三国山,X,O,X,,12991,
116585,古頃山,X,O,X,,12992,
116587,三国山,X,O,X,,12994,
116586,寺ヶ成山,X,O,X,,12993,
116588,天銀山,X,O,X,,12995,
116589,赤滝山,X,O,X,,12996,
116591,塩城山,X,O,X,,12998,
116590,大佐山,X,O,X,,12997,
116593,大畝山,X,O,X,,13000,
116592,深山,X,O,X,,12999,
116594,高千里山,X,O,X,,13001,
116595,名蔵山,X,O,X,,13002,
116597,龍王山,X,O,X,,13007,
116596,大野呂山,X,O,X,,13006,
116598,幻住寺山,X,O,O,,13008,本谷のトラフダケ自生地
116599,中の谷山,X,O,X,,13009,
116601,高見山,X,O,X,,13010,
116600,岩屋山,X,O,O,,13017,岩屋山 (長崎県)
116603,森上山,X,O,X,,13012,
116602,取首山,X,O,X,,13011,
116604,加治子山,X,O,X,,13013,
116605,泉水山,X,O,X,,13014,
116606,白口山,X,O,X,,13015,
116607,若林山,X,O,X,,13016,
116609,古見山,X,O,X,,13019,
116608,笹向山,X,O,X,,13018,
116611,野原山,X,O,X,,13021,
116610,中の谷山,X,O,X,,13020,
116613,神南備山,X,O,X,,13023,
116612,寺山,X,O,X,,13022,
116614,神楽尾山,X,O,X,,13024,
116615,笹山,X,O,X,,13025,
116616,嵯峨山,X,O,X,,13026,
116617,糘山,X,O,X,,13027,
116619,矢筈山,X,O,X,,13029,
116618,仏山,X,O,X,,13028,
116620,伊賀平山,X,O,X,,13030,
116621,稲積山,X,O,X,,13031,
116625,高畑山,X,O,X,,13003,
116623,窓山,X,O,X,,13032,
116626,妙見山,X,O,X,,13033,
116627,鬼林山,X,O,O,,13034,大倉山 (鳥取県)
116629,剣森山,X,O,X,,13036,
116628,雄山,X,O,X,,13035,
116631,高山,X,O,X,,13038,
116632,京見山,X,O,X,,13039,
116633,硯ヶ山,X,O,X,,13046,
116634,雌山,X,O,O,,13047,雌山
116635,櫃ヶ山,X,O,O,,13067,櫃ヶ山
116636,三坂山,X,O,X,,14921,
116638,城山,X,O,X,,13048,
116639,三谷山,X,O,X,,13049,
116640,妙見山,X,O,X,,13050,
116641,矢倉山,X,O,X,,13051,
116643,高山,X,O,X,,13052,
116642,天ガ山,X,O,X,,13070,
116645,摺鉢山,X,O,X,,13053,
116644,長田山,X,O,X,,13040,
116647,砥石山,X,O,X,,13055,
116646,茶臼山,X,O,X,,13054,
116648,黒沢山,X,O,O,,13045,津山盆地
116649,桝形山,X,O,X,,13056,
116650,入道山,X,O,X,,13057,
116651,男山,X,O,X,,13058,
116652,女山,X,O,X,,13059,
116653,玉峰山,X,O,X,,3251,
116655,三郡山,X,O,X,,13061,
116654,権現山,X,O,X,,13060,
116657,城山,X,O,X,,13063,
116656,五万城山,X,X,X,,,
116658,猿隠山,X,O,X,,13041,
116659,剣山,X,O,X,,13042,
116661,二子山,X,O,X,,13043,
116662,耳スエ山,X,O,X,,13044,
116663,一城頭,X,X,X,,,
116664,笹ヶ山,X,X,X,,,
116665,宮座山,X,O,X,,13068,
116666,竜神山,X,O,X,,13069,
116667,金ヶ谷山,X,O,O,,3016,金ヶ谷山
116668,笠杖山,X,O,X,,13072,
116671,丸山,X,O,X,,13073,
116669,白馬山,X,O,X,,3013,
116672,雨乞山,X,O,X,,13074,
116673,天狗山,X,O,X,,13075,
116675,岡曽山,X,O,X,,13077,
116674,愛宕山,X,O,X,,13076,
116677,扇山,X,O,X,,13079,
116676,不溜山,X,O,X,,13078,
116679,富栄山,X,O,X,,14941,
116678,大空山,X,O,X,,14940,
116681,山乗山,X,O,X,,13081,
116680,乗幸山,X,O,X,,13080,
116682,白髪山,X,O,X,,13082,
116684,霰ヶ山,X,O,X,,13065,
116685,尼ヶ子山,X,O,X,,13083,
116686,入道山,X,O,X,,13084,
116688,泉山,X,O,X,,13071,
116687,毛無山,X,O,X,,13085,
116689,大山,X,O,X,,13086,
116690,羽根ヶ谷山,X,O,X,,13087,
116691,日向山,X,O,X,,13088,
116692,鎌倉山,X,O,X,,13066,
116694,熊ヶ山,X,O,X,,13090,
116693,鷹入山,X,O,X,,13089,
116695,粟津山,X,X,X,,,
116696,金花山,X,O,X,,13092,
116698,鬼女台,X,O,O,,1222,蒜山
116697,古峠山,X,O,O,,13093,毛無山 (鳥取県・岡山県)
116700,三平山,X,O,O,,13102,金ヶ谷山
116699,城山,X,O,X,,1221,
116701,朝鍋鷲ヶ山,X,O,O,,13101,金ヶ谷山
116702,皆ヶ山,X,O,O,,3120,蒜山
116703,二俣山,X,O,O,,3123,蒜山
116704,高松山,X,O,X,,13104,
116705,十六仙,X,X,X,,,
116706,下蒜山,X,O,O,,3124,蒜山
116707,高張山,X,O,X,,13105,
116708,経塚山,X,O,X,,13106,
116709,城山,X,O,X,,13107,
116710,中蒜山,X,O,O,,3121,蒜山
116712,城ノ越山,X,X,X,,,
116713,高丸山,X,O,X,,13108,
116714,若杉山,X,O,O,,13099,若杉山
116715,仏ヶ仙,X,O,O,,13109,仏ヶ仙
116717,三ヶ上,X,X,X,,,
116718,人形仙,X,O,O,,13111,人形仙
116719,霧ヶ峯,X,X,X,,,
116720,湯岳,X,O,X,,13094,
116721,高笹山,X,O,O,,1275,八溝山地
116722,米ノ山,X,O,X,,2483,
116723,大神宮山,X,O,O,,13112,八溝山地
116724,天狗岩,X,X,X,,,
116725,花瓶山,X,O,O,,496,八溝山地
116726,見張山,X,O,X,,13113,
116727,宮古山,X,O,X,,13114,
116728,戸屋山,X,O,X,,13115,
116729,高戸山,X,O,O,,13116,八溝山地
116730,高峠山,X,O,X,,13117,
116731,大神宮山,X,O,O,,13137,八溝山地
116732,矢祭山,X,O,O,,9247,矢祭山
116733,檜山,X,O,X,,13103,
116734,和尚山,X,O,X,,13095,
116735,花園山,X,O,O,,2426,花園山
116736,栄蔵室,X,X,O,,,花園山
116737,三鈷室山,X,O,X,,13096,
116738,大丸山,X,O,X,,13097,
116739,仏具山,X,O,X,,13098,
116740,鷹巣山,X,O,X,,13118,
116741,高帽山,X,O,X,,13119,
116742,大岩平,X,O,X,,13120,
116743,小太郎,X,X,X,,,
116744,大笹山,X,O,O,,13121,八溝山地
116746,鬼ヶ煩,X,X,X,,,
116747,入山,X,O,X,,13122,
116748,戸中,X,X,X,,,
116750,五来山,X,O,O,,13123,八溝山地
116751,山王山,X,O,X,,13124,
116752,弓張堂山,X,O,X,,13125,
116753,羽黒山,X,O,X,,13126,
116754,米山,X,O,X,,13127,
116755,四ッ沢,X,X,X,,,
116756,九ッ山,X,O,X,,13128,
116757,朝日山,X,O,X,,13129,
116758,香春岳・三ノ岳,X,O,X,,2517,
116759,二ノ岳,X,O,X,,13173,
116760,一ノ岳,X,O,X,,13130,
116761,幸ノ山,X,O,X,,13131,
116762,滝富士,X,O,X,,13132,
116763,愛宕山,X,O,X,,13133,
116764,明神山,X,O,X,,13134,
116765,小富士山,X,O,X,,13135,
116766,法度山,X,O,X,,13136,
116767,月山,X,O,X,,13138,
116768,武鉾山,X,O,O,,13139,武鉾山
116769,鶴子山,X,O,X,,13140,
116770,大竹山,X,O,X,,13141,
116771,関山,X,O,X,,13154,
116772,千軒岳,X,O,X,,13142,
116773,一ノ岳,X,O,X,,13143,
116774,墓地石山,X,O,X,,13144,
116775,雲五郎山,X,O,X,,13145,
116776,殿山,X,O,X,,13146,
116778,日ノ峰山,X,O,X,,6564,
116779,三株山,X,O,X,,13149,
116780,鎌倉岳,X,O,X,,13174,
116781,岬ノ山,X,O,X,,13150,
116782,青柳山,X,O,X,,13151,
116783,妙見山,X,O,X,,13152,
116784,館山,X,O,X,,13153,
116785,戸ノ上山,X,O,X,,13175,
116786,往生山,X,O,X,,13155,
116787,御斉所山,X,O,X,,13156,
116788,高倉山,X,O,X,,13157,
116789,天狗山,X,O,X,,13158,
116790,火ノ見山,X,O,X,,13159,
116792,宮ノ岳山,X,O,X,,13161,
116793,舞石ノ壇山,X,O,X,,13162,
116794,楮ヶ岳,X,O,X,,13163,
116795,穴ノ壇山,X,O,X,,13164,
